X,Y,FID,OBJECTID,OGF_ID,MOH_SERVIC,SERVICE_TY,SERVICE__1,ENGLISH_NA,FRENCH_NAM,ENGLISH__1,FRENCH_N_1,ADDRESS_LI,ADDRESS__1,ADDRESS_DE,COMMUNITY,POSTAL_COD,GEOMETRY_U,EFFECTIVE_
-8843007.72839024,5409899.04850529,687,687,687,3809,Mental Health and Addiction Organization,Mental Health Services,Centre for Addiction and Mental Health (CAMH), , , ,1451 Queen Street West,1st & 2nd Floor,Practice Location,Toronto,M6R1A1,,2023/03/28 00:00:00+00
-8843906.75572983,5409867.16125758,688,688,688,12372,Mental Health and Addiction Organization,Addiction Services,Centre for Addiction and Mental Health (CAMH), , , ,27 Roncesvalles Avenue,Suite 407,Practice Location,Toronto,M6R3B2,,2023/03/28 00:00:00+00
-8841864.12099741,5411396.87326479,689,689,689,12558,Mental Health and Addiction Organization,Addiction Services,Centre for Addiction and Mental Health (CAMH), , , ,1364 Dundas Street West, ,Practice Location,Toronto,M6J1Y2,,2023/03/28 00:00:00+00
-8822133.37577541,5424861.44507526,690,690,690,14077,Mental Health and Addiction Organization,Addiction Services,Centre for Addiction and Mental Health (CAMH), , , ,2660 Eglinton Avenue East, ,Practice Location,Toronto,M1K2S3,,2023/03/28 00:00:00+00
-8840886.71360435,5410418.76616206,691,691,691,14426,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Centre for Addiction and Mental Health (CAMH), , , ,100 Stokes Street,Bell Gateway Building,Practice Location,Toronto,M6J1H4,,2023/03/28 00:00:00+00
-8840716.46157514,5410464.74626096,692,692,692,14434,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Centre for Addiction and Mental Health (CAMH), , , ,80 Workman Way,Intergenerational Building,Practice Location,Toronto,M6J1H4,,2023/03/28 00:00:00+00
-8866972.39912507,5393109.3206093,693,693,693,30591,Mental Health and Addiction Organization,Addiction Services,Centre for Addiction and Mental Health (CAMH), , , ,2225 Erin Mills Parkway, ,Practice Location,Mississauga,L5K1T9,,2023/03/28 00:00:00+00
-8841033.51061686,5410468.8689441,694,694,694,30753,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Centre for Addiction and Mental Health (CAMH), , , ,1051 Queen Street West, ,Practice Location,Toronto,M6J1H3,,2023/03/28 00:00:00+00
-8840817.9070271,5410533.04766659,695,695,695,30754,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Centre for Addiction and Mental Health (CAMH), , , ,1025 Queen Street West, ,Practice Location,Toronto,M6J1H1,,2023/03/28 00:00:00+00
-9038469.64816832,5311702.74318935,696,696,696,3543,Mental Health and Addiction Organization,Mental Health Services,St. Joseph's Health Care London, , , ,1553 Dundas Street East,Suite F,Practice Location,London,N5W5Y5,,2023/03/28 00:00:00+00
-9038067.05009792,5272659.76100964,697,697,697,3549,Mental Health and Addiction Organization,Mental Health Services,St. Joseph's Health Care London, , , ,401 Sunset Drive, ,Practice Location,St. Thomas,N5R3C6,,2023/03/28 00:00:00+00
-8989762.7289235,5331592.09578662,698,698,698,3553,Mental Health and Addiction Organization,Mental Health Services,St. Joseph's Health Care London, , , ,35 Metcalf Street,Suite 103,Practice Location,Woodstock,N4S3E6,,2023/03/28 00:00:00+00
-9043217.40218676,5307570.23324074,699,699,699,13542,Mental Health and Addiction Organization,Mental Health Services,St. Joseph's Health Care London, , , ,100 Wellington Road South, ,Practice Location,London,N6C4M8,,2023/03/28 00:00:00+00
-9042380.83621344,5305171.84745441,700,700,700,17625,Mental Health and Addiction Organization,Mental Health Services,St. Joseph's Health Care London, , , ,550 Wellington Road,The Mental Health Care Building,Administration and Practice Location,London,N6C0A7,,2023/03/28 00:00:00+00
-8872608.02627013,5397259.76829133,701,701,701,3730,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Trillium Health Partners, , , ,2200 Eglinton Avenue West, ,Administration and Practice Location,Mississauga,L5M2N1,,2023/03/28 00:00:00+00
-8861200.07164533,5399197.57078851,702,702,702,14419,Mental Health and Addiction Organization,Mental Health Services,Trillium Health Partners, , , ,2085 Hurontario Street,Suite 300,Practice Location,Mississauga,L5A4G1,,2023/03/28 00:00:00+00
-8861983.3267145,5399357.34668144,703,703,703,14420,Mental Health and Addiction Organization,Mental Health Services,Trillium Health Partners, , , ,100 Queensway West, ,Practice Location,Mississauga,L5B1B8,,2023/03/28 00:00:00+00
-8856743.12866464,5405281.71142997,704,704,704,14421,Mental Health and Addiction Organization,Mental Health Services,Trillium Health Partners, , , ,150 Sherway Drive,4th Floor,Practice Location,Toronto,M9C1A5,,2023/03/28 00:00:00+00
-8844033.57089374,5430225.46182635,705,705,705,2468,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,North York General Hospital, , , ,555 Finch Avenue West, ,Administrative Office,Toronto,M2R1N5,,2023/03/28 00:00:00+00
-8834628.56560288,5429796.56478832,706,706,706,3828,Mental Health and Addiction Organization,Mental Health Services,North York General Hospital, , , ,4001 Leslie Street, ,Administration and Practice Location,Toronto,M2K1E1,,2023/03/28 00:00:00+00
-8834380.67936079,5430550.56248699,707,707,707,30603,Mental Health and Addiction Organization,Mental Health Services,North York General Hospital, , , ,10 Buchan Court, ,Practice Location,Toronto,M2J5A3,,2023/03/28 00:00:00+00
-8846798.0568642,5429346.75459419,708,708,708,30697,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,North York General Hospital, , , ,2 Champagne Drive,"Unit E8, Suite Unit",Administration and Practice Location,Toronto,M3J2C5,,2023/03/28 00:00:00+00
-8897716.93891888,5590266.30306015,709,709,709,2470,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Waypoint Centre for Mental Health Care, , , ,500 Church Street, ,Administration and Practice Location,Penetanguishene,L9M1G3,,2023/03/28 00:00:00+00
-8892485.34586567,5583141.65436752,710,710,710,13841,Mental Health and Addiction Organization,Mental Health Services,Waypoint Centre for Mental Health Care, , , ,287 Bayshore Drive,Community Health Hub,Practice Location,Midland,L4R0H1,,2023/03/28 00:00:00+00
-8891404.40021422,5578931.05092429,711,711,711,31083,Mental Health and Addiction Organization,Mental Health Services,Waypoint Centre for Mental Health Care, , , ,952 Jones Road, ,Practice Location,Midland,L4R4K3,,2023/03/28 00:00:00+00
-8835007.58620514,5422148.02932326,712,712,712,2472,Mental Health and Addiction Organization,Addiction Services,Bellwood Health Services Inc., , , ,175 Brentcliffe Road, ,Administration and Practice Location,Toronto,M4G0C5,,2023/03/28 00:00:00+00
-9284000.8930432,6081108.46290694,713,713,713,2491,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Services de santé de Chapleau Health Services, , , ,101 Pine Street East, ,Administration and Practice Location,Chapleau,P0M1K0,,2023/03/28 00:00:00+00
-8834939.01339881,5411520.32087722,714,714,714,2492,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,219 Front Street East, ,Administrative Office,Toronto,M5A1E8,,2023/03/28 00:00:00+00
-10396720.310903,6209052.85521393,715,715,715,2493,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,516 Portage Avenue, ,Practice Location,Fort Frances,P9A3N1,,2023/03/28 00:00:00+00
-10232107.5489761,6463472.00632002,716,716,716,2494,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,52 King Street, ,Practice Location,Sioux Lookout,P8T1B8,,2023/03/28 00:00:00+00
-8845367.77951869,5831247.71240069,717,717,717,2495,Mental Health and Addiction Organization,Addiction Services,Ontario Federation of Indigenous Friendship Centres, , , ,980 Cassells Street, ,Practice Location,North Bay,P1B4A6,,2023/03/28 00:00:00+00
-8891008.02490334,5582588.84818918,718,718,718,2496,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,175 Yonge Street, ,Practice Location,Midland,L4R2A7,,2023/03/28 00:00:00+00
-9043267.0172838,5309240.59025022,719,719,719,2497,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,260 Colborne Street, ,Practice Location,London,N6B2S6,,2023/03/28 00:00:00+00
-8790871.57883567,5296308.19572154,720,720,720,2498,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,796 Buffalo Road, ,Practice Location,Fort Erie,L2A5H2,,2023/03/28 00:00:00+00
-9929884.24853869,6181473.91047197,721,721,721,2499,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,401 North Cumberland Street, ,Practice Location,Thunder Bay,P7A4P7,,2023/03/28 00:00:00+00
-9387237.01920006,5862153.69475034,722,722,722,2500,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,122 East Street, ,Practice Location,Sault Ste. Marie,P6A3C6,,2023/03/28 00:00:00+00
-8885404.85852181,5349084.63357195,723,723,723,2501,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,34 Ottawa Street North, ,Practice Location,Hamilton,L8H3Y7,,2023/03/28 00:00:00+00
-9240446.997555,5202741.24308081,724,724,724,2504,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,2929 Howard Avenue, ,Practice Location,Windsor,N8X4W4,,2023/03/28 00:00:00+00
-9020140.10364082,6285631.64485478,725,725,725,13076,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,190 Third Avenue, ,Practice Location,Cochrane,P0L1C0,,2023/03/28 00:00:00+00
-8719087.80632288,5508444.05297843,726,726,726,13077,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,580 Cameron Street, ,Practice Location,Peterborough,K9J3Z5,,2023/03/28 00:00:00+00
-9053646.96980698,6185509.26086893,727,727,727,14141,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,179 Kirby Avenue, ,Practice Location,Timmins,P4N1K1,,2023/03/28 00:00:00+00
-9679585.31232457,6397994.39053772,728,728,728,18599,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,301 Beamish Avenue West, ,Practice Location,Geraldton,P0T1M0,,2023/03/28 00:00:00+00
-9008792.74021486,5555080.87012268,729,729,729,30682,Mental Health and Addiction Organization,Addiction Services,Ontario Federation of Indigenous Friendship Centres, , , ,1723 8th Avenue East, ,Practice Location,Owen Sound,N4K6W5,,2023/03/28 00:00:00+00
-10334563.0249399,6408278.70220384,730,730,730,30683,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,74 Queen Street, ,Practice Location,Dryden,P8N1A4,,2023/03/28 00:00:00+00
-8934334.81749839,5335397.72370251,731,731,731,30843,Mental Health and Addiction Organization,Mental Health Services,Ontario Federation of Indigenous Friendship Centres, , , ,325 West Street,Suite B110,Practice Location,Brantford,N3R3V6,,2023/03/28 00:00:00+00
-8828713.03673019,5627973.49281747,732,732,732,2551,Mental Health and Addiction Organization,Mental Health Services,Muskoka / Parry Sound Sexual Assault Services, , , ,29 Manitoba Street,Suite 1,Administration and Practice Location,Bracebridge,P1L1S4,,2023/03/28 00:00:00+00
-8837372.79142602,5412240.40840692,733,733,733,2552,Mental Health and Addiction Organization,Mental Health Services,Madison Community Services, , , ,210 Dundas Street West,Suite 400,Administration and Practice Location,Toronto,M5G2E8,,2023/03/28 00:00:00+00
-8890583.5748169,5350732.31262981,734,734,734,2553,Mental Health and Addiction Organization,Mental Health Services,Mental Health Rights Coalition of Hamilton, , , ,100 Main Street East,Suite 103,Administration and Practice Location,Hamilton,L8N3W4,,2023/03/28 00:00:00+00
-8877365.18678554,5418532.06477982,735,735,735,2565,Mental Health and Addiction Organization,Mental Health Services,Friends & Advocates Peel, , , ,239 Queen Street East,Suite 6,Administration and Practice Location,Brampton,L6W2B6,,2023/03/28 00:00:00+00
-8838763.20581848,5420148.7854234,736,736,736,2563,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,36 Eglinton Avenue West,Suite 602,Administration and Practice Location,Toronto,M4R1A1,,2023/03/28 00:00:00+00
-9149753.73936353,5221849.64653619,737,737,737,7566,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,80 Grand Avenue West,"Room E, Chatham Kent Health Alliance, Chatham Campus, Education",Practice Location,Chatham,N7L1B7,,2023/03/28 00:00:00+00
-8933242.41707134,5395176.13387195,738,738,738,7572,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,42 Carden Street,Suite 10C,Practice Location,Guelph,N1H3A2,,2023/03/28 00:00:00+00
-8890178.44979406,5350563.84965667,739,739,739,7573,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,200 Main Street East,First Pilgrim United Church,Practice Location,Hamilton,L8P4Y4,,2023/03/28 00:00:00+00
-9313599.38754735,6392488.96193103,740,740,740,7574,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,16 Ninth Street,Hearst Counselling Services,Practice Location,Hearst,P0L1N0,,2023/03/28 00:00:00+00
-10518045.4312997,6407524.54211606,741,741,741,7576,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,618 Ninth Street North,Alzheimer's Society Office,Practice Location,Kenora,P9N2S9,,2023/03/28 00:00:00+00
-8515703.723663,5501910.51341965,742,742,742,7577,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,552 Princess Street,Addiction and Mental Health Services,Practice Location,Kingston,K7L1C7,,2023/03/28 00:00:00+00
-9043093.50359351,5310394.73220284,743,743,743,7580,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,534 Queens Avenue, ,Practice Location,London,N6B1Y6,,2023/03/28 00:00:00+00
-8893162.41327257,5582254.57866975,744,744,744,7581,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,237 Second Street,Wendat Building,Practice Location,Midland,L4R3P7,,2023/03/28 00:00:00+00
-8840844.74615632,5560570.83996173,745,745,745,7585,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,57 Neywash Street,Doolittle-Carson Reception Centre,Practice Location,Orillia,L3V1X2,,2023/03/28 00:00:00+00
-8424108.19873475,5682809.65040274,746,746,746,7586,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,1355 Bank Street,Suite 301,Practice Location,Ottawa,K1H8K7,,2023/03/28 00:00:00+00
-8720173.57210828,5512282.63364953,747,747,747,7588,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,568 Charlotte Street, ,Practice Location,Peterborough,K9J2W6,,2023/03/28 00:00:00+00
-8843523.2266882,5440379.97259339,748,748,748,7589,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,61 Winchester Lane, ,Practice Location,Richmond Hill,L4C6Y5,,2023/03/28 00:00:00+00
-9714559.97050463,6242357.09394357,749,749,749,7591,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,313 Scotia Street,MISN Office,Practice Location,Schreiber,P0T2S0,,2023/03/28 00:00:00+00
-9084994.10426835,6321588.59772943,750,750,750,7592,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,107 Kelley Road, ,Practice Location,Smooth Rock Falls,P0L2B0,,2023/03/28 00:00:00+00
-8821631.48071922,5336407.74232074,751,751,751,7593,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,54 Church Street,Centennial Library,Practice Location,St. Catharines,L2R7K2,,2023/03/28 00:00:00+00
-9242393.24074033,5206542.83585326,752,752,752,7598,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,1400 Windsor Avenue, ,Practice Location,Windsor,N8X3L9,,2023/03/28 00:00:00+00
-8837586.4691886,5335760.5957065,753,753,753,13418,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,3327 Menno Street,Vineland United Mennonite Church,Practice Location,Lincoln,L0R2C0,,2023/03/28 00:00:00+00
-8890325.4360497,5410811.62725408,754,754,754,13995,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,486 Guelph Street,Norval United Church,Practice Location,Halton Hills,L7G5P2,,2023/03/28 00:00:00+00
-8956653.37352702,5383273.36799486,755,755,755,16235,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,1120 Victoria Street North, ,Practice Location,Kitchener,N2B3T2,,2023/03/28 00:00:00+00
-9196566.99161852,5168287.26068766,756,756,756,17508,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,194 Talbot Street West,Erie Shores Healthcare,Practice Location,Leamington,N8H3X2,,2023/03/28 00:00:00+00
-8836613.26967229,5413978.58564583,757,757,757,18161,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,519 Church Street,"Room 201, Suite: ; The 519 Community Centre",Practice Location,Toronto,M4Y2C9,,2023/03/28 00:00:00+00
-8844402.78424885,5409842.58061784,758,758,758,18162,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,30 The Queensway,"St. Joseph's Health Care Centre, Central Conference Dining Room",Practice Location,Toronto,M6R1B5,,2023/03/28 00:00:00+00
-8782502.75762902,5448420.18141996,759,759,759,18163,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario, , , ,843 King Street West,"Suite 9, VPI Inc",Practice Location,Oshawa,L1J2L4,,2023/03/28 00:00:00+00
-8890811.90222447,5350459.00125988,760,760,760,2572,Mental Health and Addiction Organization,Mental Health Services,Hamilton Community Support Association, , , ,131 John Street South,"3rd Floor, Suite:",Administration and Practice Location,Hamilton,L8N2C3,,2023/03/28 00:00:00+00
-9077194.31490278,5406315.53657483,761,761,761,2579,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,56 Mary Street, ,Practice Location,Goderich,N0M1L0,,2023/03/28 00:00:00+00
-9070416.3494071,5365128.92726819,762,762,762,2583,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,303 Main Street South, ,Practice Location,Exeter,N0M1S2,,2023/03/28 00:00:00+00
-9094615.38106591,5424652.69600934,763,763,763,2591,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,274 Huron Road, ,Practice Location,Goderich,N7A3A2,,2023/03/28 00:00:00+00
-9060886.68855046,5396263.83273332,764,764,764,2592,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,85 Main Street South, ,Practice Location,Seaforth,N0K1W0,,2023/03/28 00:00:00+00
-9051912.37836948,5447567.33716563,765,765,765,2593,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,152 Josephine Street, ,Practice Location,Wingham,N0G2W0,,2023/03/28 00:00:00+00
-9095400.26139965,5426826.18872174,766,766,766,14127,Mental Health and Addiction Organization,Mental Health Services,Alexandra Marine and General Hospital of Goderich, , , ,120 Napier Street, ,Administration and Practice Location,Goderich,N7A1W5,,2023/03/28 00:00:00+00
-8828823.19849827,5417076.49411394,767,767,767,2573,Mental Health and Addiction Organization,Mental Health Services,A-Way Express Courier Service, , , ,2168 Danforth Avenue, ,Administration and Practice Location,Toronto,M4C1K3,,2023/03/28 00:00:00+00
-8847857.88520825,5413815.89463321,768,768,768,2580,Mental Health and Addiction Organization,Mental Health Services,Cross Toronto Community Development Corporation, , , ,3345 Dundas Street West, ,Administration and Practice Location,Toronto,M6P2A6,,2023/03/28 00:00:00+00
-9200491.42668304,5842393.83508053,769,769,769,2160,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,31 Nova Scotia Walk,"Suite 301, 3rd Floor",Practice Location,Elliot Lake,P5A1Y9,,2023/03/28 00:00:00+00
-9436574.40751294,6105685.10690319,770,770,770,2161,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,26 St. Marie Street, ,Practice Location,Wawa,P0S1K0,,2023/03/28 00:00:00+00
-9388001.68391428,5862844.71782446,771,771,771,2582,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,386 Queen Street East, ,Practice Location,Sault Ste. Marie,P6A1Z1,,2023/03/28 00:00:00+00
-9234840.00178298,5810134.96536745,772,772,772,5359,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,2 Michigan Avenue, ,Practice Location,Blind River,P0R1B0,,2023/03/28 00:00:00+00
-9200283.50413813,5842054.99272741,773,773,773,10512,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,118 Ontario Avenue, ,Practice Location,Elliot Lake,P5A1Y2,,2023/03/28 00:00:00+00
-9436625.49202727,6106479.29217572,774,774,774,10513,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,22 Broadway Avenue, ,Practice Location,Wawa,P0S1K0,,2023/03/28 00:00:00+00
-9385507.39261186,5868790.30707716,775,775,775,30746,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,750 Great Northern Road,Sault Area Hospital,Practice Location,Sault Ste. Marie,P6B0A8,,2023/03/28 00:00:00+00
-9388079.88585656,5862958.7073981,776,776,776,30841,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,344 Queen Street East, ,Practice Location,Sault Ste. Marie,P6A6K3,,2023/03/28 00:00:00+00
-9387954.2172834,5862866.73272415,777,777,777,31040,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,111 Elgin Street,Suite 306,Administration and Practice Location,Sault Ste. Marie,P6A6L6,,2023/03/28 00:00:00+00
-9387112.90909978,5864467.91857506,778,778,778,31041,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Algoma, , , ,345 St. George's Avenue East, ,Practice Location,Sault Ste. Marie,P6B5N6,,2023/03/28 00:00:00+00
-8891655.47019375,5489541.80417495,779,779,779,2596,Mental Health and Addiction Organization,Mental Health Services,Stevenson Memorial Hospital, , , ,200 Fletcher Crescent, ,Administration and Practice Location,New Tecumseth,L9R1W7,,2023/03/28 00:00:00+00
-8890919.62609571,5350916.41487456,780,780,780,2602,Mental Health and Addiction Organization,Mental Health Services,Hamilton Program for Schizophrenia, , , ,20 Hughson Street South,Suite 405,Administration and Practice Location,Hamilton,L8N2A1,,2023/03/28 00:00:00+00
-8424747.36185504,5557441.96595213,781,781,781,2605,Mental Health and Addiction Organization,Mental Health Services,Brockville and Area Centre for Developmentally Handicapped Persons, , , ,61 King Street East, ,Administrative Office,Brockville,K6V1B2,,2023/03/28 00:00:00+00
-8872831.65599518,5380509.7153593,782,782,782,2617,Mental Health and Addiction Organization,Mental Health Services,Supported Training and Rehabilitation in Diverse Environments (STRIDE), , , ,247 North Service Road West,Suite 200,Practice Location,Oakville,L6M3E6,,2023/03/28 00:00:00+00
-8891684.24628212,5391179.63845871,783,783,783,2657,Mental Health and Addiction Organization,Mental Health Services,Supported Training and Rehabilitation in Diverse Environments (STRIDE), , , ,55 Ontario Street South,Suite 26,Administration and Practice Location,Milton,L9T2M3,,2023/03/28 00:00:00+00
-8891572.23661049,5389994.8540775,784,784,784,18532,Mental Health and Addiction Organization,Mental Health Services,Supported Training and Rehabilitation in Diverse Environments (STRIDE), , , ,245 Commercial Street,Suite 204,Practice Location,Milton,L9T2J3,,2023/03/28 00:00:00+00
-8894533.01223906,5411574.47588368,785,785,785,30522,Mental Health and Addiction Organization,Mental Health Services,Supported Training and Rehabilitation in Diverse Environments (STRIDE), , , ,211 Guelph Street,"Suite Unit, 5",Practice Location,Halton Hills,L7G5B5,,2023/03/28 00:00:00+00
-8842272.88616761,5476500.15309124,786,786,786,2622,Mental Health and Addiction Organization,Mental Health Services,Cedar Centre, , , ,17705 Leslie Street,Suite 12,Administration and Practice Location,Newmarket,L3Y3E3,,2023/03/28 00:00:00+00
-9314121.23105628,6392736.35028428,787,787,787,2624,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,1101 Front Street, ,Practice Location,Hearst,P0L1N0,,2023/03/28 00:00:00+00
-9084994.10426835,6321588.59772943,788,788,788,2625,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,107 Kelly Road, ,Practice Location,Smooth Rock Falls,P0L2B0,,2023/03/28 00:00:00+00
-9175209.4567539,6346137.79942779,789,789,789,3354,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,29 Byng Avenue,Suite 1,Administration and Practice Location,Kapuskasing,P5N1W6,,2023/03/28 00:00:00+00
-9314121.23105628,6392736.35028428,790,790,790,4461,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,1101 Front Street, ,Practice Location,Hearst,P0L1N0,,2023/03/28 00:00:00+00
-9175209.4567539,6346137.79942779,791,791,791,4462,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,29 Byng Avenue,Suite 1,Practice Location,Kapuskasing,P5N1W6,,2023/03/28 00:00:00+00
-9437081.91307147,6310927.35860034,792,792,792,17604,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services", , , ,278 Front Street,Hornepayne Community Hospital,Practice Location,Hornepayne,P0M1Z0,,2023/03/28 00:00:00+00
-8820912.82435055,5329895.42734015,793,793,793,2629,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Regional Municipality of Niagara, , , ,3550 Schmon Parkway,"Suite 2, 2nd Floor",Administration and Practice Location,Thorold,L2V4T7,,2023/03/28 00:00:00+00
-10518589.4051234,6405826.25906659,794,794,794,3356,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Kenora Branch, , , ,227 Second Street South, ,Administration and Practice Location,Kenora,P9N1G1,,2023/03/28 00:00:00+00
-8835239.18640574,5412826.80663328,795,795,795,2653,Mental Health and Addiction Organization,Mental Health Services,St. Jude Community Homes, , , ,431 Dundas Street East,Lower Level,Administration and Practice Location,Toronto,M5A2B1,,2023/03/28 00:00:00+00
-8427591.65276845,5686864.86318745,796,796,796,2659,Mental Health and Addiction Organization,Mental Health Services,Psychiatric Survivors of Ottawa (PSO), , , ,211 Bronson Avenue,Suite 313,Administration and Practice Location,Ottawa,K1R6H5,,2023/03/28 00:00:00+00
-8893162.41327257,5582254.57866975,797,797,797,2661,Mental Health and Addiction Organization,Mental Health Services,Wendat Community Programs, , , ,237 Second Street, ,Administration and Practice Location,Midland,L4R4P4,,2023/03/28 00:00:00+00
-8896688.65851853,5587066.03528425,798,798,798,23120,Mental Health and Addiction Organization,Mental Health Services,Wendat Community Programs, , , ,44 Dufferin Street, ,Practice Location,Penetanguishene,L9M1H4,,2023/03/28 00:00:00+00
